cubic0.json,,
,0.810824905,74.926
,0,122.257
,0,170.194
,0,217.785
,0.451777346,265.163
,0,313.04
,0.729790521,360.691
,0,408.178
,0.556033657,455.983
,1.042542228,503.677
,49.34941598,364.849
,51.38135409,391.423
,52.42754378,417.459
,53.477376,428.19
,54.52600725,437.917
,56.623104,420.097
,56.62305,430.381
,56.62316138,458.687
,57.67168,454.47
,49.28292513,402.094
,57.737446,74.353
,56.62191602,120.02
,57.67294847,171.365
,56.62298925,208.563
,56.62316138,258.419
,57.67173844,291.767
,56.62305,339.408
,56.62316138,387.228
,54.525952,434.79
,48.2343005,482.349
,57.73750106,74.895
,56.62316138,122.247
,57.671625,170.224
,56.62259775,217.786
,56.62355625,265.169
,57.67179688,313.041
,56.62305,360.682
,56.623104,408.066
,54.52486002,455.89
,48.23531539,503.573
,57.737329,74.896
,56.62327275,122.252
,57.67168,170.2
,56.62305,217.829
,56.6228745,265.185
,57.67196875,313.098
,56.623104,360.68
,56.623104,408.119
,54.525952,455.917
,48.2342545,503.665
,57.73738406,74.885
,56.62321875,122.253
,57.67168,170.272
,56.62305,217.783
,56.62316138,265.164
,57.67283502,313.04
,56.62197002,360.679
,56.62316138,408.067
,54.5258415,455.863
,48.2343005,503.56
,57.73703994,74.99
,56.62361363,122.247
,57.67168,170.199
,56.62316138,217.783
,56.62298925,265.162
,57.67173844,313.043
,56.623104,360.677
,56.623104,408.059
,54.52519151,455.865
,48.23502788,503.568
,57.737563,74.879
,56.623104,122.25
,57.67139125,170.283
,56.6233875,217.787
,56.623104,265.165
,57.67168,313.039
,56.62253701,360.676
,56.62361363,408.068
,54.52600725,455.869
,48.2343005,503.566
